"day" "doy" "date" "year" "cpue" "ccpue" "p.ccpue"
19 170 "6/19" 1990 25.69 125.74 0.283888738
20 171 "6/20" 1990 8.86 134.6 0.303892351
21 172 "6/21" 1990 11.55 146.15 0.329969295
22 173 "6/22" 1990 18.7 164.85 0.372189109
23 174 "6/23" 1990 9.3 174.15 0.393186128
24 175 "6/24" 1990 23.56 197.71 0.446378579
25 176 "6/25" 1990 34.12 231.83 0.523412806
26 177 "6/26" 1990 30.72 262.55 0.592770704
27 178 "6/27" 1990 13.38 275.93 0.622979319
28 179 "6/28" 1990 24.73 300.66 0.67881333
29 180 "6/29" 1990 21.41 322.07 0.72715163
30 181 "6/30" 1990 0 322.07 0.72715163
31 182 "7/1" 1990 1.54 323.61 0.730628556
32 183 "7/2" 1990 9.42 333.03 0.751896505
33 184 "7/3" 1990 17 350.03 0.790278154
34 185 "7/4" 1990 19.64 369.67 0.834620247
35 186 "7/5" 1990 5.39 375.06 0.846789488
36 187 "7/6" 1990 5.75 380.81 0.859771516
37 188 "7/7" 1990 7.63 388.44 0.876998103
38 189 "7/8" 1990 14.4 402.84 0.909509618
39 190 "7/9" 1990 4.71 407.55 0.920143593
40 191 "7/10" 1990 0 407.55 0.920143593
41 192 "7/11" 1990 0 407.55 0.920143593
42 193 "7/12" 1990 3.9 411.45 0.928948794
43 194 "7/13" 1990 2.05 413.5 0.93357717
44 195 "7/14" 1990 2.05 415.55 0.938205545
45 196 "7/15" 1990 2.11 417.66 0.942969385
46 197 "7/16" 1990 1.87 419.53 0.947191366
47 198 "7/17" 1990 2.05 421.58 0.951819742
48 199 "7/18" 1990 0 421.58 0.951819742
49 200 "7/19" 1990 0 421.58 0.951819742
50 201 "7/20" 1990 0 421.58 0.951819742
51 202 "7/21" 1990 0 421.58 0.951819742
52 203 "7/22" 1990 3.74 425.32 0.960263705
53 204 "7/23" 1990 0 425.32 0.960263705
54 205 "7/24" 1990 2 427.32 0.964779193
55 206 "7/25" 1990 0 427.32 0.964779193
56 207 "7/26" 1990 4.06 431.38 0.973945634
57 208 "7/27" 1990 0 431.38 0.973945634
58 209 "7/28" 1990 2.05 433.43 0.978574009
59 210 "7/29" 1990 4.1 437.53 0.98783076
60 211 "7/30" 1990 0 437.53 0.98783076
61 212 "7/31" 1990 0 437.53 0.98783076
62 213 "8/1" 1990 0 437.53 0.98783076
63 214 "8/2" 1990 0 437.53 0.98783076
64 215 "8/3" 1990 0 437.53 0.98783076
65 216 "8/4" 1990 0 437.53 0.98783076
66 217 "8/5" 1990 0 437.53 0.98783076
67 218 "8/6" 1990 1.74 439.27 0.991759234
68 219 "8/7" 1990 0 439.27 0.991759234
69 220 "8/8" 1990 0 439.27 0.991759234
70 221 "8/9" 1990 0 439.27 0.991759234
71 222 "8/10" 1990 2 441.27 0.996274722
72 223 "8/11" 1990 0 441.27 0.996274722
73 224 "8/12" 1990 0 441.27 0.996274722
74 225 "8/13" 1990 0 441.27 0.996274722
75 226 "8/14" 1990 0 441.27 0.996274722
76 227 "8/15" 1990 1.65 442.92 1
77 228 "8/16" 1990 0 442.92 1
78 229 "8/17" 1990 0 442.92 1
79 230 "8/18" 1990 0 442.92 1
80 231 "8/19" 1990 0 442.92 1
81 232 "8/20" 1990 0 442.92 1
82 233 "8/21" 1990 0 442.92 1
83 234 "8/22" 1990 0 442.92 1
84 235 "8/23" 1990 0 442.92 1
85 236 "8/24" 1990 0 442.92 1
1 152 "6/1" 1991 0 0 0
2 153 "6/2" 1991 0 0 0
3 154 "6/3" 1991 0 0 0
4 155 "6/4" 1991 0 0 0
5 156 "6/5" 1991 1.2 1.2 0.006976744
6 157 "6/6" 1991 2.5 3.7 0.021511628
7 158 "6/7" 1991 5.9 9.6 0.055813953
8 159 "6/8" 1991 1.8 11.4 0.06627907
9 160 "6/9" 1991 1.3 12.7 0.073837209
10 161 "6/10" 1991 0 12.7 0.073837209
11 162 "6/11" 1991 2.9 15.6 0.090697674
12 163 "6/12" 1991 0 15.6 0.090697674
13 164 "6/13" 1991 1.6 17.2 0.1
14 165 "6/14" 1991 1.5 18.7 0.10872093
15 166 "6/15" 1991 1.4 20.1 0.116860465
16 167 "6/16" 1991 2.8 22.9 0.133139535
17 168 "6/17" 1991 2.9 25.8 0.15
18 169 "6/18" 1991 11.9 37.7 0.219186047
19 170 "6/19" 1991 5.7 43.4 0.252325581
20 171 "6/20" 1991 15.4 58.8 0.341860465
21 172 "6/21" 1991 5.6 64.4 0.374418605
22 173 "6/22" 1991 4 68.4 0.397674419
23 174 "6/23" 1991 5.5 73.9 0.429651163
24 175 "6/24" 1991 5.8 79.7 0.463372093
25 176 "6/25" 1991 7.2 86.9 0.505232558
26 177 "6/26" 1991 4.3 91.2 0.530232558
27 178 "6/27" 1991 1.5 92.7 0.538953488
28 179 "6/28" 1991 6.6 99.3 0.577325581
29 180 "6/29" 1991 16.4 115.7 0.672674419
30 181 "6/30" 1991 8.8 124.5 0.723837209
31 182 "7/1" 1991 8.5 133 0.773255814
32 183 "7/2" 1991 7.9 140.9 0.819186047
33 184 "7/3" 1991 6.2 147.1 0.855232558
34 185 "7/4" 1991 5.5 152.6 0.887209302
35 186 "7/5" 1991 1.4 154 0.895348837
36 187 "7/6" 1991 1.7 155.7 0.905232558
37 188 "7/7" 1991 3.1 158.8 0.923255814
38 189 "7/8" 1991 1.5 160.3 0.931976744
39 190 "7/9" 1991 0 160.3 0.931976744
40 191 "7/10" 1991 1.5 161.8 0.940697674
41 192 "7/11" 1991 0 161.8 0.940697674
42 193 "7/12" 1991 0 161.8 0.940697674
43 194 "7/13" 1991 1.5 163.3 0.949418605
44 195 "7/14" 1991 1.3 164.6 0.956976744
45 196 "7/15" 1991 1.4 166 0.965116279
46 197 "7/16" 1991 2 168 0.976744186
47 198 "7/17" 1991 0 168 0.976744186
48 199 "7/18" 1991 2 170 0.988372093
49 200 "7/19" 1991 2 172 1
50 201 "7/20" 1991 0 172 1
51 202 "7/21" 1991 0 172 1
52 203 "7/22" 1991 0 172 1
53 204 "7/23" 1991 0 172 1
54 205 "7/24" 1991 0 172 1
55 206 "7/25" 1991 0 172 1
56 207 "7/26" 1991 0 172 1
57 208 "7/27" 1991 0 172 1
58 209 "7/28" 1991 0 172 1
59 210 "7/29" 1991 0 172 1
60 211 "7/30" 1991 0 172 1
61 212 "7/31" 1991 0 172 1
62 213 "8/1" 1991 0 172 1
63 214 "8/2" 1991 0 172 1
64 215 "8/3" 1991 0 172 1
65 216 "8/4" 1991 0 172 1
66 217 "8/5" 1991 0 172 1
67 218 "8/6" 1991 0 172 1
68 219 "8/7" 1991 0 172 1
69 220 "8/8" 1991 0 172 1
70 221 "8/9" 1991 0 172 1
71 222 "8/10" 1991 0 172 1
72 223 "8/11" 1991 0 172 1
73 224 "8/12" 1991 0 172 1
74 225 "8/13" 1991 0 172 1
75 226 "8/14" 1991 0 172 1
76 227 "8/15" 1991 0 172 1
77 228 "8/16" 1991 0 172 1
78 229 "8/17" 1991 0 172 1
79 230 "8/18" 1991 0 172 1
80 231 "8/19" 1991 0 172 1
81 232 "8/20" 1991 0 172 1
82 233 "8/21" 1991 0 172 1
83 234 "8/22" 1991 0 172 1
84 235 "8/23" 1991 0 172 1
85 236 "8/24" 1991 0 172 1
1 153 "6/1" 1992 0 0 0
2 154 "6/2" 1992 0 0 0
3 155 "6/3" 1992 0 0 0
4 156 "6/4" 1992 0 0 0
5 157 "6/5" 1992 0 0 0
6 158 "6/6" 1992 1.6 1.6 0.004591105
7 159 "6/7" 1992 0 1.6 0.004591105
8 160 "6/8" 1992 3.1 4.7 0.01348637
9 161 "6/9" 1992 6.2 10.9 0.031276901
10 162 "6/10" 1992 7.4 18.3 0.05251076
11 163 "6/11" 1992 21 39.3 0.11276901
12 164 "6/12" 1992 21.5 60.8 0.17446198
13 165 "6/13" 1992 20.7 81.5 0.233859397
14 166 "6/14" 1992 18.3 99.8 0.286370158
15 167 "6/15" 1992 10.9 110.7 0.317647059
16 168 "6/16" 1992 21 131.7 0.377905308
17 169 "6/17" 1992 24 155.7 0.446771879
18 170 "6/18" 1992 9.2 164.9 0.473170732
19 171 "6/19" 1992 4.7 169.6 0.486657102
20 172 "6/20" 1992 8.9 178.5 0.512195122
21 173 "6/21" 1992 9.3 187.8 0.538880918
22 174 "6/22" 1992 0 187.8 0.538880918
23 175 "6/23" 1992 6.3 194.1 0.556958393
24 176 "6/24" 1992 13.7 207.8 0.596269727
25 177 "6/25" 1992 11.7 219.5 0.629842181
26 178 "6/26" 1992 10.9 230.4 0.661119082
27 179 "6/27" 1992 8.6 239 0.68579627
28 180 "6/28" 1992 12.9 251.9 0.722812052
29 181 "6/29" 1992 10.9 262.8 0.754088953
30 182 "6/30" 1992 5.6 268.4 0.770157819
31 183 "7/1" 1992 10.8 279.2 0.801147776
32 184 "7/2" 1992 6.2 285.4 0.818938307
33 185 "7/3" 1992 7.2 292.6 0.839598278
34 186 "7/4" 1992 10.4 303 0.869440459
35 187 "7/5" 1992 3.2 306.2 0.878622669
36 188 "7/6" 1992 0 306.2 0.878622669
37 189 "7/7" 1992 0 306.2 0.878622669
38 190 "7/8" 1992 3.2 309.4 0.887804878
39 191 "7/9" 1992 0 309.4 0.887804878
40 192 "7/10" 1992 3.2 312.6 0.896987088
41 193 "7/11" 1992 4.3 316.9 0.909325681
42 194 "7/12" 1992 4.2 321.1 0.921377331
43 195 "7/13" 1992 4 325.1 0.932855093
44 196 "7/14" 1992 0 325.1 0.932855093
45 197 "7/15" 1992 0 325.1 0.932855093
46 198 "7/16" 1992 4.3 329.4 0.945193687
47 199 "7/17" 1992 5.4 334.8 0.960688666
48 200 "7/18" 1992 6.4 341.2 0.979053085
49 201 "7/19" 1992 3.2 344.4 0.988235294
50 202 "7/20" 1992 0 344.4 0.988235294
51 203 "7/21" 1992 0 344.4 0.988235294
52 204 "7/22" 1992 0 344.4 0.988235294
53 205 "7/23" 1992 0 344.4 0.988235294
54 206 "7/24" 1992 0 344.4 0.988235294
55 207 "7/25" 1992 0 344.4 0.988235294
56 208 "7/26" 1992 0 344.4 0.988235294
57 209 "7/27" 1992 0 344.4 0.988235294
58 210 "7/28" 1992 0 344.4 0.988235294
59 211 "7/29" 1992 0 344.4 0.988235294
60 212 "7/30" 1992 0 344.4 0.988235294
61 213 "7/31" 1992 0 344.4 0.988235294
62 214 "8/1" 1992 0 344.4 0.988235294
63 215 "8/2" 1992 0 344.4 0.988235294
64 216 "8/3" 1992 0 344.4 0.988235294
65 217 "8/4" 1992 0 344.4 0.988235294
66 218 "8/5" 1992 0 344.4 0.988235294
67 219 "8/6" 1992 0 344.4 0.988235294
68 220 "8/7" 1992 2.1 346.5 0.994261119
69 221 "8/8" 1992 0 346.5 0.994261119
70 222 "8/9" 1992 0 346.5 0.994261119
71 223 "8/10" 1992 0 346.5 0.994261119
72 224 "8/11" 1992 0 346.5 0.994261119
73 225 "8/12" 1992 0 346.5 0.994261119
74 226 "8/13" 1992 0 346.5 0.994261119
75 227 "8/14" 1992 0 346.5 0.994261119
76 228 "8/15" 1992 0 346.5 0.994261119
77 229 "8/16" 1992 0 346.5 0.994261119
78 230 "8/17" 1992 0 346.5 0.994261119
79 231 "8/18" 1992 0 346.5 0.994261119
80 232 "8/19" 1992 2 348.5 1
81 233 "8/20" 1992 0 348.5 1
82 234 "8/21" 1992 0 348.5 1
83 235 "8/22" 1992 0 348.5 1
84 236 "8/23" 1992 0 348.5 1
85 237 "8/24" 1992 0 348.5 1
1 152 "6/1" 1993 2.9 2.9 0.006138216
2 153 "6/2" 1993 3.85 6.75 0.014287226
3 154 "6/3" 1993 10.4 17.15 0.036300138
4 155 "6/4" 1993 3.2 20.35 0.043073341
5 156 "6/5" 1993 7.9 28.25 0.059794687
6 157 "6/6" 1993 11 39.25 0.083077574
7 158 "6/7" 1993 5.4 44.65 0.094507355
8 159 "6/8" 1993 7.7 52.35 0.110805376
9 160 "6/9" 1993 28.5 80.85 0.17112922
10 161 "6/10" 1993 15.6 96.45 0.204148587
11 162 "6/11" 1993 3.2 99.65 0.210921791
12 163 "6/12" 1993 20.2 119.85 0.253677638
13 164 "6/13" 1993 13.9 133.75 0.283098741
14 165 "6/14" 1993 9.5 143.25 0.303206689
15 166 "6/15" 1993 22.2 165.45 0.350195788
16 167 "6/16" 1993 16.9 182.35 0.385966769
17 168 "6/17" 1993 37.2 219.55 0.46470526
18 169 "6/18" 1993 30.3 249.85 0.528839031
19 170 "6/19" 1993 29.3 279.15 0.590856175
20 171 "6/20" 1993 29.9 309.05 0.654143296
21 172 "6/21" 1993 26.7 335.75 0.710657212
22 173 "6/22" 1993 30.7 366.45 0.775637634
23 174 "6/23" 1993 13 379.45 0.803153773
24 175 "6/24" 1993 21.1 400.55 0.847814584
25 176 "6/25" 1993 8 408.55 0.864747592
26 177 "6/26" 1993 1.7 410.25 0.868345857
27 178 "6/27" 1993 5.2 415.45 0.879352312
28 179 "6/28" 1993 4.9 420.35 0.88972378
29 180 "6/29" 1993 6.7 427.05 0.903905175
30 181 "6/30" 1993 12.4 439.45 0.930151339
31 182 "7/1" 1993 3.2 442.65 0.936924542
32 183 "7/2" 1993 3.5 446.15 0.944332734
33 184 "7/3" 1993 3.3 449.45 0.9513176
34 185 "7/4" 1993 3.3 452.75 0.958302466
35 186 "7/5" 1993 0 452.75 0.958302466
36 187 "7/6" 1993 0 452.75 0.958302466
37 188 "7/7" 1993 2.2 454.95 0.962959043
38 189 "7/8" 1993 2.2 457.15 0.967615621
39 190 "7/9" 1993 4.2 461.35 0.97650545
40 191 "7/10" 1993 2.2 463.55 0.981162028
41 192 "7/11" 1993 2.1 465.65 0.985606943
42 193 "7/12" 1993 2.2 467.85 0.99026352
43 194 "7/13" 1993 0 467.85 0.99026352
44 195 "7/14" 1993 0 467.85 0.99026352
45 196 "7/15" 1993 0 467.85 0.99026352
46 197 "7/16" 1993 0 467.85 0.99026352
47 198 "7/17" 1993 2.4 470.25 0.995343423
48 199 "7/18" 1993 0 470.25 0.995343423
49 200 "7/19" 1993 2.2 472.45 1
50 201 "7/20" 1993 0 472.45 1
51 202 "7/21" 1993 0 472.45 1
52 203 "7/22" 1993 0 472.45 1
53 204 "7/23" 1993 0 472.45 1
54 205 "7/24" 1993 0 472.45 1
55 206 "7/25" 1993 0 472.45 1
56 207 "7/26" 1993 0 472.45 1
57 208 "7/27" 1993 0 472.45 1
58 209 "7/28" 1993 0 472.45 1
59 210 "7/29" 1993 0 472.45 1
60 211 "7/30" 1993 0 472.45 1
61 212 "7/31" 1993 0 472.45 1
62 213 "8/1" 1993 0 472.45 1
63 214 "8/2" 1993 0 472.45 1
64 215 "8/3" 1993 0 472.45 1
65 216 "8/4" 1993 0 472.45 1
66 217 "8/5" 1993 0 472.45 1
67 218 "8/6" 1993 0 472.45 1
68 219 "8/7" 1993 0 472.45 1
69 220 "8/8" 1993 0 472.45 1
70 221 "8/9" 1993 0 472.45 1
71 222 "8/10" 1993 0 472.45 1
72 223 "8/11" 1993 0 472.45 1
73 224 "8/12" 1993 0 472.45 1
74 225 "8/13" 1993 0 472.45 1
75 226 "8/14" 1993 0 472.45 1
76 227 "8/15" 1993 0 472.45 1
77 228 "8/16" 1993 0 472.45 1
78 229 "8/17" 1993 0 472.45 1
79 230 "8/18" 1993 0 472.45 1
80 231 "8/19" 1993 0 472.45 1
81 232 "8/20" 1993 0 472.45 1
82 233 "8/21" 1993 0 472.45 1
83 234 "8/22" 1993 0 472.45 1
84 235 "8/23" 1993 0 472.45 1
85 236 "8/24" 1993 0 472.45 1
1 152 "6/1" 1994 3.2 3.2 0.008844666
2 153 "6/2" 1994 1.6 4.8 0.013266998
3 154 "6/3" 1994 2.5 7.3 0.020176893
4 155 "6/4" 1994 1.7 9 0.024875622
5 156 "6/5" 1994 11.2 20.2 0.055831951
6 157 "6/6" 1994 15.1 35.3 0.097567717
7 158 "6/7" 1994 1.6 36.9 0.10199005
8 159 "6/8" 1994 5 41.9 0.11580984
9 160 "6/9" 1994 4.9 46.8 0.129353234
10 161 "6/10" 1994 1.7 48.5 0.134051962
11 162 "6/11" 1994 0 48.5 0.134051962
12 163 "6/12" 1994 6.7 55.2 0.152570481
13 164 "6/13" 1994 16 71.2 0.196793809
14 165 "6/14" 1994 52.1 123.3 0.34079602
15 166 "6/15" 1994 14.9 138.2 0.381978994
16 167 "6/16" 1994 12.9 151.1 0.417634052
17 168 "6/17" 1994 13.5 164.6 0.454947485
18 169 "6/18" 1994 1.7 166.3 0.459646213
19 170 "6/19" 1994 21.9 188.2 0.520176893
20 171 "6/20" 1994 13.3 201.5 0.556937535
21 172 "6/21" 1994 20.1 221.6 0.61249309
22 173 "6/22" 1994 29.4 251 0.693753455
23 174 "6/23" 1994 12.2 263.2 0.727473742
24 175 "6/24" 1994 2.7 265.9 0.734936429
25 176 "6/25" 1994 10.3 276.2 0.763405196
26 177 "6/26" 1994 1.6 277.8 0.767827529
27 178 "6/27" 1994 11.3 289.1 0.799060254
28 179 "6/28" 1994 3.2 292.3 0.80790492
29 180 "6/29" 1994 14.9 307.2 0.849087894
30 181 "6/30" 1994 6.5 313.7 0.867053621
31 182 "7/1" 1994 4.9 318.6 0.880597015
32 183 "7/2" 1994 3.2 321.8 0.88944168
33 184 "7/3" 1994 4.9 326.7 0.902985075
34 185 "7/4" 1994 3 329.7 0.911276949
35 186 "7/5" 1994 4.9 334.6 0.924820343
36 187 "7/6" 1994 4.7 339.3 0.937810945
37 188 "7/7" 1994 10.9 350.2 0.967938087
38 189 "7/8" 1994 1.8 352 0.972913212
39 190 "7/9" 1994 3.2 355.2 0.981757877
40 191 "7/10" 1994 0 355.2 0.981757877
41 192 "7/11" 1994 0 355.2 0.981757877
42 193 "7/12" 1994 0 355.2 0.981757877
43 194 "7/13" 1994 0 355.2 0.981757877
44 195 "7/14" 1994 0 355.2 0.981757877
45 196 "7/15" 1994 0 355.2 0.981757877
46 197 "7/16" 1994 0 355.2 0.981757877
47 198 "7/17" 1994 0 355.2 0.981757877
48 199 "7/18" 1994 2.2 357.4 0.987838585
49 200 "7/19" 1994 2.2 359.6 0.993919292
50 201 "7/20" 1994 0 359.6 0.993919292
51 202 "7/21" 1994 0 359.6 0.993919292
52 203 "7/22" 1994 0 359.6 0.993919292
53 204 "7/23" 1994 0 359.6 0.993919292
54 205 "7/24" 1994 0 359.6 0.993919292
55 206 "7/25" 1994 0 359.6 0.993919292
56 207 "7/26" 1994 0 359.6 0.993919292
57 208 "7/27" 1994 0 359.6 0.993919292
58 209 "7/28" 1994 0 359.6 0.993919292
59 210 "7/29" 1994 0 359.6 0.993919292
60 211 "7/30" 1994 0 359.6 0.993919292
61 212 "7/31" 1994 0 359.6 0.993919292
62 213 "8/1" 1994 0 359.6 0.993919292
63 214 "8/2" 1994 0 359.6 0.993919292
64 215 "8/3" 1994 0 359.6 0.993919292
65 216 "8/4" 1994 0 359.6 0.993919292
66 217 "8/5" 1994 0 359.6 0.993919292
67 218 "8/6" 1994 0 359.6 0.993919292
68 219 "8/7" 1994 0 359.6 0.993919292
69 220 "8/8" 1994 0 359.6 0.993919292
70 221 "8/9" 1994 0 359.6 0.993919292
71 222 "8/10" 1994 0 359.6 0.993919292
72 223 "8/11" 1994 0 359.6 0.993919292
73 224 "8/12" 1994 0 359.6 0.993919292
74 225 "8/13" 1994 0 359.6 0.993919292
75 226 "8/14" 1994 0 359.6 0.993919292
76 227 "8/15" 1994 0 359.6 0.993919292
77 228 "8/16" 1994 0 359.6 0.993919292
78 229 "8/17" 1994 0 359.6 0.993919292
79 230 "8/18" 1994 0 359.6 0.993919292
80 231 "8/19" 1994 0 359.6 0.993919292
81 232 "8/20" 1994 0 359.6 0.993919292
82 233 "8/21" 1994 0 359.6 0.993919292
83 234 "8/22" 1994 0 359.6 0.993919292
84 235 "8/23" 1994 0 359.6 0.993919292
85 236 "8/24" 1994 2.2 361.8 1
1 152 "6/1" 1995 3.3 3.3 0.007445344
2 153 "6/2" 1995 2.672 5.972 0.013473817
3 154 "6/3" 1995 0.528 6.5 0.014665072
4 155 "6/4" 1995 0.835 7.335 0.01654897
5 156 "6/5" 1995 3.315 10.65 0.024028157
6 157 "6/6" 1995 1.62 12.27 0.027683144
7 158 "6/7" 1995 10.39 22.66 0.051124698
8 159 "6/8" 1995 14.59 37.25 0.084042145
9 160 "6/9" 1995 1.67 38.92 0.087809941
10 161 "6/10" 1995 9.96 48.88 0.110281344
11 162 "6/11" 1995 9.73 58.61 0.132233829
12 163 "6/12" 1995 17.46 76.07 0.171626469
13 164 "6/13" 1995 16.14 92.21 0.208040972
14 165 "6/14" 1995 9.72 101.93 0.229970895
15 166 "6/15" 1995 3.2 105.13 0.237190623
16 167 "6/16" 1995 3.2 108.33 0.244410351
17 168 "6/17" 1995 11.02 119.35 0.269273289
18 169 "6/18" 1995 23.69 143.04 0.322721837
19 170 "6/19" 1995 31.34 174.38 0.393430048
20 171 "6/20" 1995 7.7 182.08 0.410802518
21 172 "6/21" 1995 28.73 210.81 0.475622137
22 173 "6/22" 1995 11.32 222.13 0.501161925
23 174 "6/23" 1995 22.1 244.23 0.551023171
24 175 "6/24" 1995 25.1 269.33 0.607652912
25 176 "6/25" 1995 22 291.33 0.657288541
26 177 "6/26" 1995 35.4 326.73 0.737156781
27 178 "6/27" 1995 11.9 338.63 0.764005144
28 179 "6/28" 1995 4.7 343.33 0.774609119
29 180 "6/29" 1995 19 362.33 0.817476254
30 181 "6/30" 1995 15.1 377.43 0.851544345
31 182 "7/1" 1995 12.6 390.03 0.879972024
32 183 "7/2" 1995 3.1 393.13 0.886966135
33 184 "7/3" 1995 9.1 402.23 0.907497236
34 185 "7/4" 1995 8.9 411.13 0.927577104
35 186 "7/5" 1995 7 418.13 0.943370259
36 187 "7/6" 1995 0 418.13 0.943370259
37 188 "7/7" 1995 3.1 421.23 0.950364371
38 189 "7/8" 1995 5 426.23 0.961645195
39 190 "7/9" 1995 6.1 432.33 0.975407802
40 191 "7/10" 1995 0 432.33 0.975407802
41 192 "7/11" 1995 2.2 434.53 0.980371365
42 193 "7/12" 1995 0 434.53 0.980371365
43 194 "7/13" 1995 0 434.53 0.980371365
44 195 "7/14" 1995 0 434.53 0.980371365
45 196 "7/15" 1995 0 434.53 0.980371365
46 197 "7/16" 1995 0 434.53 0.980371365
47 198 "7/17" 1995 0 434.53 0.980371365
48 199 "7/18" 1995 0 434.53 0.980371365
49 200 "7/19" 1995 0 434.53 0.980371365
50 201 "7/20" 1995 2.2 436.73 0.985334928
51 202 "7/21" 1995 0 436.73 0.985334928
52 203 "7/22" 1995 0 436.73 0.985334928
53 204 "7/23" 1995 0 436.73 0.985334928
54 205 "7/24" 1995 0 436.73 0.985334928
55 206 "7/25" 1995 0 436.73 0.985334928
56 207 "7/26" 1995 0 436.73 0.985334928
57 208 "7/27" 1995 4.3 441.03 0.995036437
58 209 "7/28" 1995 0 441.03 0.995036437
59 210 "7/29" 1995 0 441.03 0.995036437
60 211 "7/30" 1995 2.2 443.23 1
61 212 "7/31" 1995 0 443.23 1
62 213 "8/1" 1995 0 443.23 1
63 214 "8/2" 1995 0 443.23 1
64 215 "8/3" 1995 0 443.23 1
65 216 "8/4" 1995 0 443.23 1
66 217 "8/5" 1995 0 443.23 1
67 218 "8/6" 1995 0 443.23 1
68 219 "8/7" 1995 0 443.23 1
69 220 "8/8" 1995 0 443.23 1
70 221 "8/9" 1995 0 443.23 1
71 222 "8/10" 1995 0 443.23 1
72 223 "8/11" 1995 0 443.23 1
73 224 "8/12" 1995 0 443.23 1
74 225 "8/13" 1995 0 443.23 1
75 226 "8/14" 1995 0 443.23 1
76 227 "8/15" 1995 0 443.23 1
77 228 "8/16" 1995 0 443.23 1
78 229 "8/17" 1995 0 443.23 1
79 230 "8/18" 1995 0 443.23 1
80 231 "8/19" 1995 0 443.23 1
81 232 "8/20" 1995 0 443.23 1
82 233 "8/21" 1995 0 443.23 1
83 234 "8/22" 1995 0 443.23 1
84 235 "8/23" 1995 0 443.23 1
85 236 "8/24" 1995 0 443.23 1
1 153 "6/1" 1996 3.25 3.25 0.00709762
2 154 "6/2" 1996 9.75 13 0.028390478
3 155 "6/3" 1996 4.75 17.75 0.038763922
4 156 "6/4" 1996 17.075 34.825 0.076053724
5 157 "6/5" 1996 12.025 46.85 0.102314916
6 158 "6/6" 1996 18.9 65.75 0.143590304
7 159 "6/7" 1996 18.725 84.475 0.184483512
8 160 "6/8" 1996 5.875 90.35 0.197313824
9 161 "6/9" 1996 14.55 104.9 0.229089321
10 162 "6/10" 1996 20.2 125.1 0.273203756
11 163 "6/11" 1996 24.6 149.7 0.326927277
12 164 "6/12" 1996 18.9 168.6 0.368202664
13 165 "6/13" 1996 33.4 202 0.441144355
14 166 "6/14" 1996 44.8 246.8 0.538982311
15 167 "6/15" 1996 15.6 262.4 0.573050884
16 168 "6/16" 1996 26 288.4 0.629831841
17 169 "6/17" 1996 25 313.4 0.684428915
18 170 "6/18" 1996 8.4 321.8 0.702773531
19 171 "6/19" 1996 11.1 332.9 0.727014632
20 172 "6/20" 1996 15.2 348.1 0.760209653
21 173 "6/21" 1996 22 370.1 0.808255078
22 174 "6/22" 1996 5.8 375.9 0.820921599
23 175 "6/23" 1996 10.4 386.3 0.843633981
24 176 "6/24" 1996 12.7 399 0.871369295
25 177 "6/25" 1996 7 406 0.886656475
26 178 "6/26" 1996 5.7 411.7 0.899104608
27 179 "6/27" 1996 2.9 414.6 0.905437869
28 180 "6/28" 1996 8.5 423.1 0.924000874
29 181 "6/29" 1996 2.9 426 0.930334134
30 182 "6/30" 1996 4.4 430.4 0.939943219
31 183 "7/1" 1996 0 430.4 0.939943219
32 184 "7/2" 1996 2 432.4 0.944310985
33 185 "7/3" 1996 0 432.4 0.944310985
34 186 "7/4" 1996 1.5 433.9 0.947586809
35 187 "7/5" 1996 3.9 437.8 0.956103953
36 188 "7/6" 1996 4.3 442.1 0.965494649
37 189 "7/7" 1996 1.5 443.6 0.968770474
38 190 "7/8" 1996 1.5 445.1 0.972046298
39 191 "7/9" 1996 1.5 446.6 0.975322123
40 192 "7/10" 1996 2.9 449.5 0.981655383
41 193 "7/11" 1996 2 451.5 0.986023149
42 194 "7/12" 1996 0 451.5 0.986023149
43 195 "7/13" 1996 1.9 453.4 0.990172527
44 196 "7/14" 1996 0 453.4 0.990172527
45 197 "7/15" 1996 0 453.4 0.990172527
46 198 "7/16" 1996 0 453.4 0.990172527
47 199 "7/17" 1996 0 453.4 0.990172527
48 200 "7/18" 1996 0 453.4 0.990172527
49 201 "7/19" 1996 0 453.4 0.990172527
50 202 "7/20" 1996 0 453.4 0.990172527
51 203 "7/21" 1996 0 453.4 0.990172527
52 204 "7/22" 1996 0 453.4 0.990172527
53 205 "7/23" 1996 0 453.4 0.990172527
54 206 "7/24" 1996 0 453.4 0.990172527
55 207 "7/25" 1996 1.5 454.9 0.993448351
56 208 "7/26" 1996 1.5 456.4 0.996724176
57 209 "7/27" 1996 0 456.4 0.996724176
58 210 "7/28" 1996 0 456.4 0.996724176
59 211 "7/29" 1996 0 456.4 0.996724176
60 212 "7/30" 1996 0 456.4 0.996724176
61 213 "7/31" 1996 1.5 457.9 1
62 214 "8/1" 1996 0 457.9 1
63 215 "8/2" 1996 0 457.9 1
64 216 "8/3" 1996 0 457.9 1
65 217 "8/4" 1996 0 457.9 1
66 218 "8/5" 1996 0 457.9 1
67 219 "8/6" 1996 0 457.9 1
68 220 "8/7" 1996 0 457.9 1
69 221 "8/8" 1996 0 457.9 1
70 222 "8/9" 1996 0 457.9 1
71 223 "8/10" 1996 0 457.9 1
72 224 "8/11" 1996 0 457.9 1
73 225 "8/12" 1996 0 457.9 1
74 226 "8/13" 1996 0 457.9 1
